Date	Item	Liters	pH	TDS	Hardness	Turbidity
11-04-2024	Oranges	7.87	8.48	393	218	0.54
11-04-2024	Beef	8.95	7.19	490	210	0.81
12-04-2024	Sugar	0.57	7.9	347	275	1.9
13-04-2024	Potatoes	2.65	7.24	197	247	4.24
13-04-2024	Bananas	9.47	7.39	444	52	3.62
13-04-2024	Oranges	5.15	7.78	351	68	2.1
13-04-2024	Fish	0.92	7.88	327	92	3.32
14-04-2024	Apples	8.71	7.43	495	188	4.68
14-04-2024	Cheese	7.27	7.9	460	79	2.14
15-04-2024	Pork	2.33	7.05	213	247	2.26
15-04-2024	Eggs	3.13	7.18	349	110	2.44
15-04-2024	Wheat	8.89	7.03	333	175	3.07
15-04-2024	Butter	2.98	7.13	387	62	0.64
16-04-2024	Eggs	5.39	7.93	252	162	2.42
17-04-2024	Yogurt	2.58	7.55	50	134	4.6
17-04-2024	Coffee	8.02	8.42	382	131	0.95
17-04-2024	Wheat	5.27	8.3	459	196	3.42
17-04-2024	Tomatoes	4.94	8.37	377	166	4.62
17-04-2024	Coffee	3.19	8.25	363	262	3.83
17-04-2024	Cheese	0.63	6.86	383	274	3.36
18-04-2024	Yogurt	8.51	7.1	454	196	2.8
18-04-2024	Fish	1.45	7.74	149	131	2.48
18-04-2024	Potatoes	3.92	7.4	253	50	3.66
18-04-2024	Rice	3.91	8.24	151	78	1.03
18-04-2024	Bananas	6.47	8.36	190	122	4.12
18-04-2024	Milk	4.91	6.91	134	223	0.6
19-04-2024	Fish	2.54	7.13	445	260	4.72
19-04-2024	Oranges	3.97	7.74	237	143	0.96
19-04-2024	Coffee	4.51	7.78	492	247	1.47
20-04-2024	Tea	3.39	6.76	454	128	0.94
20-04-2024	Fish	6.28	7.26	214	96	2.27
20-04-2024	Cheese	1.34	6.99	343	189	3.84
21-04-2024	Tea	2.59	6.77	53	122	4.49
22-04-2024	Bananas	7.26	8.1	240	136	0.11
22-04-2024	Wheat	3.48	7.44	309	161	2.39
23-04-2024	Cheese	2.43	7.61	207	118	2.15
24-04-2024	Potatoes	8.74	7	190	223	2.85
25-04-2024	Tea	6.5	6.79	135	213	4.06
25-04-2024	Tomatoes	6.17	6.85	273	223	4.39
26-04-2024	Eggs	9.53	8.49	286	249	2.59
27-04-2024	Bananas	1.82	7.38	355	183	3.84
27-04-2024	Bread	2.89	8.27	171	203	0.7
27-04-2024	Bread	6.3	6.79	256	164	3.26
27-04-2024	Milk	4.77	8.28	311	114	2.98
27-04-2024	Bread	2.66	8.35	215	282	1.27
28-04-2024	Tomatoes	2.05	6.86	251	225	3.08
28-04-2024	Oranges	9.59	7.63	443	213	2.31
29-04-2024	Cheese	1.79	7.33	280	56	0.98
29-04-2024	Oranges	2.75	6.54	59	214	3.94
29-04-2024	Milk	1.93	7.17	412	201	1.36
30-04-2024	Bananas	2.2	8.5	301	222	0.62
30-04-2024	Apples	7.52	7.57	74	297	1.58
01-05-2024	Rice	0.61	6.92	347	75	1.69
01-05-2024	Tomatoes	2.31	7.66	409	137	4.19
01-05-2024	Pork	1.59	6.5	359	275	0.69
01-05-2024	Bananas	1.58	7.45	266	224	3.67
02-05-2024	Fish	4.44	7.16	108	173	3.41
02-05-2024	Potatoes	7.01	7.62	272	216	1.81
02-05-2024	Rice	9.65	7.56	52	133	1.99
03-05-2024	Tea	6.35	7.12	468	100	3.59
03-05-2024	Coffee	3.21	7.27	437	95	4.77
03-05-2024	Milk	7.72	7.85	98	286	4.32
04-05-2024	Tomatoes	8	7.16	77	211	4
04-05-2024	Beef	5.15	6.56	494	263	2.82
05-05-2024	Oranges	5.17	6.78	148	107	0.26
05-05-2024	Coffee	0.81	6.55	454	145	4.22
05-05-2024	Yogurt	9.05	8.21	460	67	2.25
05-05-2024	Sugar	7.97	7.61	345	253	1.72
05-05-2024	Chicken	1.85	8.33	97	207	1.98
06-05-2024	Oranges	9.99	8.18	158	199	4.22
06-05-2024	Milk	3.73	8	318	115	0.2
07-05-2024	Chicken	6.67	7.37	370	269	3.97
07-05-2024	Yogurt	1.46	7.8	395	250	0.23
07-05-2024	Bread	7	6.58	279	296	0.93
07-05-2024	Potatoes	3.91	7.87	230	299	4.83
07-05-2024	Beef	3.57	6.72	347	129	4.55
08-05-2024	Butter	7.48	8.37	317	220	4.16
08-05-2024	Butter	1.73	8.23	460	214	1.49
08-05-2024	Rice	7.85	8.12	323	205	4.32
09-05-2024	Wheat	6.59	6.87	277	252	3.24
09-05-2024	Sugar	9.44	7.69	73	249	3.33
09-05-2024	Sugar	5.83	8.17	242	205	2.64
09-05-2024	Tea	5.91	6.56	113	92	1.47
09-05-2024	Coffee	4.45	8.41	492	247	2.96
10-05-2024	Bananas	2.27	6.59	275	169	1.39
10-05-2024	Milk	9.01	7.71	141	159	2.7
10-05-2024	Fish	4.52	6.81	97	183	1.95
10-05-2024	Bread	5.85	7.9	317	150	3.81
10-05-2024	Tea	4.42	8.45	345	279	0.32
10-05-2024	Eggs	2.21	7.39	472	267	4.32
11-05-2024	Pork	5.56	6.84	249	115	2.07
12-05-2024	Butter	7.36	7.23	57	290	3.36
12-05-2024	Rice	2.6	7.24	235	232	1.53
12-05-2024	Apples	6.41	7.78	437	147	1.09
14-05-2024	Sugar	7.93	6.61	92	130	3.05
14-05-2024	Fish	7.13	7.8	282	293	0.66
14-05-2024	Cheese	6.65	6.61	372	241	4.85
14-05-2024	Bread	7.52	7.02	425	116	4.81
15-05-2024	Bananas	6.93	6.85	490	278	2.57
15-05-2024	Sugar	4.15	8.47	332	180	3.25
15-05-2024	Milk	3.54	7.17	491	234	4.66
15-05-2024	Apples	9.63	7.12	77	218	0.57
16-05-2024	Coffee	1.57	8.47	113	169	0.64
16-05-2024	Beef	4.84	7.73	112	228	3
17-05-2024	Potatoes	5.99	8.41	305	206	3.61
18-05-2024	Pork	4.39	7.61	423	188	1.4
18-05-2024	Yogurt	6.44	8.12	163	109	4.9
18-05-2024	Coffee	4.5	8.47	344	176	3.2
19-05-2024	Potatoes	7.83	7.75	354	62	3.34
19-05-2024	Tomatoes	4.49	7.39	176	219	2.18
20-05-2024	Milk	9.77	7.29	301	131	3.06
21-05-2024	Eggs	8.05	6.86	297	215	3.54
22-05-2024	Beef	3.73	7.61	141	100	0.21
22-05-2024	Pork	7.2	8.5	487	242	3.61
22-05-2024	Tea	6.57	7.11	137	76	3.41
22-05-2024	Sugar	2.41	7.54	68	170	2.45
22-05-2024	Tea	5.01	7.91	198	127	0.6
22-05-2024	Coffee	7.27	7.39	428	277	1.98
22-05-2024	Bread	3.96	7.5	428	126	2.09
23-05-2024	Tea	5.65	6.91	120	198	2.75
23-05-2024	Rice	2.39	7.07	162	276	1.38
23-05-2024	Oranges	4.23	6.94	471	275	3.49
23-05-2024	Oranges	8.19	7.35	183	283	0.37
23-05-2024	Chicken	6.4	8.47	475	117	1.52
23-05-2024	Coffee	2.99	6.53	454	288	1.62
24-05-2024	Chicken	9.82	7.35	440	250	0.65
25-05-2024	Tomatoes	9.5	6.93	360	170	4.35
26-05-2024	Pork	3.69	7.51	441	220	1.76
27-05-2024	Fish	4.07	7.58	243	205	4.75
27-05-2024	Fish	6.06	6.94	272	220	1.4
27-05-2024	Apples	6.9	6.67	251	223	4.38
27-05-2024	Bread	9.86	7.91	238	123	1.12
29-05-2024	Eggs	9.1	7.79	283	300	1.55
29-05-2024	Chicken	1.3	7.78	262	270	2.33
29-05-2024	Cheese	6.43	7.74	276	228	1.79
29-05-2024	Potatoes	9.09	7.78	218	157	3.37
29-05-2024	Apples	5.83	7.72	206	177	4.96
29-05-2024	Milk	1.83	6.7	133	290	3.6
30-05-2024	Bananas	3.46	8.27	447	87	0.82
30-05-2024	Milk	8.1	7.22	180	180	0.65
30-05-2024	Rice	5.54	6.58	470	165	1.27
30-05-2024	Oranges	2.23	7.78	359	287	2.17
30-05-2024	Sugar	3.64	7.41	350	232	4.49
31-05-2024	Chicken	4.99	6.52	265	177	0.76
31-05-2024	Cheese	1.27	8.25	383	69	2.74
31-05-2024	Chicken	1.83	7.44	69	65	3.02
31-05-2024	Apples	1.45	7.51	167	286	2.92
01-06-2024	Potatoes	8.82	8.13	344	114	3.5
01-06-2024	Coffee	8.46	7.84	83	99	4.14
01-06-2024	Oranges	0.6	7.7	225	149	1.94
01-06-2024	Sugar	9.02	8.37	456	256	3.52
01-06-2024	Fish	3.59	7.83	235	216	1.3
02-06-2024	Bread	3.4	7.48	431	90	0.19
02-06-2024	Chicken	3.66	7.22	288	165	3.79
02-06-2024	Sugar	2.9	6.68	175	235	4.17
02-06-2024	Milk	3.72	7.58	182	116	1.73
03-06-2024	Potatoes	1.94	6.88	117	97	0.23
03-06-2024	Coffee	7.16	7.6	109	162	0.68
03-06-2024	Cheese	3.67	6.96	337	54	3.48
04-06-2024	Fish	2.32	8.47	98	208	1.87
04-06-2024	Wheat	6.19	7.12	402	81	1.44
04-06-2024	Fish	0.73	7.35	125	140	3.31
04-06-2024	Pork	4.5	7	413	215	0.72
05-06-2024	Milk	3.74	7.84	405	227	4.91
05-06-2024	Eggs	4.21	7.12	76	203	0.12
05-06-2024	Butter	9.69	7.76	337	138	0.51
05-06-2024	Apples	6.82	6.77	321	102	1.31
05-06-2024	Wheat	3.22	6.68	238	166	4.12
05-06-2024	Coffee	8.95	7.37	126	70	1.83
06-06-2024	Bananas	3.97	7.3	280	96	2.9
06-06-2024	Pork	2.26	7.2	96	87	4.24
07-06-2024	Tomatoes	5.27	8.24	408	177	3.28
07-06-2024	Cheese	7.52	7	93	186	0.56
07-06-2024	Pork	6.88	8.36	250	165	3.07
07-06-2024	Tomatoes	4.37	6.82	174	275	2.16
09-06-2024	Bread	8.54	7.44	382	145	1
09-06-2024	Cheese	5.94	7.45	487	90	2.58
09-06-2024	Sugar	8.8	6.77	138	225	3.01
09-06-2024	Coffee	2.21	7.3	314	263	0.62
09-06-2024	Bananas	9.68	7.81	401	200	1.37
10-06-2024	Coffee	1.65	6.93	232	132	0.95
10-06-2024	Cheese	8.9	7.56	352	280	4.81
10-06-2024	Eggs	6.95	8.2	375	276	4.78
12-06-2024	Fish	5.55	6.88	319	218	1.32
12-06-2024	Milk	8.48	7.57	197	117	0.33
12-06-2024	Rice	9.55	6.75	69	267	1.72
12-06-2024	Tea	6.11	7.87	466	156	1.97
14-06-2024	Coffee	8.14	7.08	462	236	4.85
14-06-2024	Bananas	6.02	7.63	494	116	3.18
14-06-2024	Sugar	7.42	7.18	469	61	1.61
15-06-2024	Chicken	6.59	7.65	460	100	0.84
16-06-2024	Bread	7.04	7.74	271	219	3.66
16-06-2024	Yogurt	7.43	7.6	217	166	3.51
16-06-2024	Bananas	8.69	6.54	251	175	2.35
17-06-2024	Bread	2.11	6.7	228	279	1.19
18-06-2024	Oranges	8.37	6.74	443	232	1.32
18-06-2024	Yogurt	1.45	7.27	106	261	0.17
18-06-2024	Cheese	8.79	8.44	78	164	2.88
18-06-2024	Wheat	7.06	7.32	500	168	1.69
18-06-2024	Bread	2.15	7.95	498	124	3.23
18-06-2024	Coffee	0.55	7.55	189	197	3.99
18-06-2024	Tomatoes	6.73	7.38	270	150	4.9
19-06-2024	Wheat	4.92	7.74	268	165	2.39
19-06-2024	Coffee	2.85	6.8	311	97	1.32
19-06-2024	Pork	1.15	7.35	401	128	4.76
20-06-2024	Potatoes	8.85	8.28	467	57	4.73
20-06-2024	Tomatoes	8.34	6.75	300	128	0.12
20-06-2024	Wheat	3.56	6.71	233	272	4.52
20-06-2024	Wheat	9.15	7.52	373	202	3.39
21-06-2024	Yogurt	8.02	7.26	407	93	4.63
21-06-2024	Potatoes	2.91	8.33	234	116	1.38
22-06-2024	Apples	5.87	7.82	126	91	4.36
22-06-2024	Oranges	2.77	8.49	360	69	4.79
22-06-2024	Yogurt	9.31	6.7	277	178	2.95
22-06-2024	Rice	1.82	8.49	491	226	3.65
22-06-2024	Apples	6.12	7.73	419	61	0.46
22-06-2024	Apples	5.07	7.91	478	172	0.61
23-06-2024	Sugar	2.7	6.62	59	158	2.92
23-06-2024	Wheat	3.65	6.68	232	101	3.74
23-06-2024	Oranges	1.4	8.47	59	86	1.71
24-06-2024	Eggs	9.77	7.65	120	132	4.2
25-06-2024	Bread	1.78	7.5	321	238	0.34
25-06-2024	Fish	9.29	6.58	101	252	4.25
25-06-2024	Cheese	9.76	8.29	279	211	3.61
25-06-2024	Milk	8.13	7.07	143	289	0.18
26-06-2024	Bread	9.09	6.85	237	264	0.75
27-06-2024	Chicken	5.59	6.64	425	118	4.98
27-06-2024	Beef	4.49	6.81	453	161	1.96
27-06-2024	Milk	9.54	6.55	357	276	3.97
27-06-2024	Chicken	6.08	7.5	317	145	1.95
27-06-2024	Apples	9.78	7.94	195	160	1.28
28-06-2024	Tomatoes	4.97	7.95	277	250	3.26
28-06-2024	Yogurt	4.66	8.02	493	261	1.23
28-06-2024	Beef	1.19	7.64	217	195	2.05
28-06-2024	Sugar	3.2	8.29	403	191	2.84
29-06-2024	Rice	2.42	8.22	308	225	2.16
29-06-2024	Oranges	2.99	7.3	272	248	3.52
29-06-2024	Eggs	9.09	7.47	355	186	0.53
29-06-2024	Bread	3	8.06	268	214	0.22
29-06-2024	Fish	8.43	6.64	191	85	4.47
30-06-2024	Oranges	6.07	7.54	427	230	0.44
30-06-2024	Tea	6.15	6.63	375	193	4.43
30-06-2024	Apples	4.88	7.86	483	136	0.25
30-06-2024	Milk	6.39	7.28	127	195	0.5
01-07-2024	Coffee	5.38	8.23	442	224	0.14
01-07-2024	Tomatoes	9.09	7.71	233	220	0.57
01-07-2024	Yogurt	2.37	8.04	424	254	0.29
01-07-2024	Bananas	8.35	7.72	145	213	1.31
01-07-2024	Coffee	6.36	7.58	462	284	1.32
02-07-2024	Beef	5.74	7.73	324	82	3.16
03-07-2024	Tea	5.3	7.77	113	224	0.25
03-07-2024	Pork	7.78	6.87	98	203	3.79
03-07-2024	Cheese	2.79	7.09	222	279	4.14
04-07-2024	Tomatoes	2.35	8.07	311	182	3.52
04-07-2024	Tea	6.98	8.29	491	57	2.46
04-07-2024	Apples	0.63	8.29	125	177	4.34
05-07-2024	Cheese	6.69	6.75	340	154	2.29
05-07-2024	Butter	0.54	8.28	71	170	4.07
05-07-2024	Potatoes	5.57	7.53	248	65	0.13
06-07-2024	Yogurt	1.61	8.06	207	230	4.3
06-07-2024	Bread	2.39	8.44	434	85	0.74
06-07-2024	Yogurt	4.51	7.29	431	60	1.8
08-07-2024	Beef	1.87	6.75	414	167	0.73
08-07-2024	Bread	7.6	6.63	234	197	3.05
09-07-2024	Butter	5.79	6.89	301	162	3.43
09-07-2024	Oranges	6.11	6.75	139	179	4.58
09-07-2024	Bread	8.1	7.49	86	227	4.76
10-07-2024	Oranges	5.74	8.23	485	283	0.89
10-07-2024	Coffee	9.6	8.27	325	80	3.61
10-07-2024	Pork	8.12	6.55	189	296	4.37
10-07-2024	Milk	1.29	6.88	462	75	2.25
10-07-2024	Eggs	4.84	7.34	65	214	2.27
11-07-2024	Potatoes	9.17	7.28	408	284	3.36
11-07-2024	Eggs	1.03	7.77	81	130	0.58
12-07-2024	Beef	1.67	8.02	77	60	4.25
12-07-2024	Cheese	1.29	8.3	421	248	0.45
13-07-2024	Fish	7.05	8.12	382	61	4.38
13-07-2024	Chicken	8.37	6.59	301	267	4.21
14-07-2024	Beef	4.46	6.65	443	177	3.42
14-07-2024	Beef	4.91	7.14	108	138	3.52
14-07-2024	Yogurt	1.08	7.61	399	145	0.57
15-07-2024	Chicken	9.84	7.77	448	141	1.01
15-07-2024	Milk	2.89	7.04	188	273	1.52
16-07-2024	Apples	8.73	8.28	268	153	3.9
16-07-2024	Cheese	8.52	6.97	203	122	3.37
16-07-2024	Coffee	6.95	6.84	78	74	1.84
16-07-2024	Milk	8.24	8.21	343	132	0.64
16-07-2024	Pork	8.72	7.32	117	202	1.36
17-07-2024	Tomatoes	4.55	7.04	363	188	2.92
17-07-2024	Pork	9.95	7.07	396	98	2.15
17-07-2024	Rice	5.12	8.42	255	158	3.88
18-07-2024	Butter	6.36	7.15	471	290	3.7
18-07-2024	Tomatoes	0.81	6.62	58	207	1.88
19-07-2024	Yogurt	4.52	8.01	465	144	3.11
19-07-2024	Butter	5.68	6.54	471	283	2.43
19-07-2024	Beef	8.18	7.08	60	196	1.73
20-07-2024	Sugar	8.12	7.86	142	206	1.96
20-07-2024	Apples	6.94	6.97	298	152	3.72
21-07-2024	Bananas	8.3	7.53	131	66	1.62
21-07-2024	Eggs	4.9	8.37	277	52	1.19
21-07-2024	Coffee	1.14	7.34	307	252	0.21
21-07-2024	Bread	1.12	7.41	205	214	1.2
22-07-2024	Milk	2.29	8.27	94	70	2.01
22-07-2024	Tea	8.72	7.8	190	211	3.3
22-07-2024	Pork	3.06	6.71	235	204	3.92
22-07-2024	Rice	1.21	7.92	392	129	1.12
24-07-2024	Chicken	6.2	7.65	294	123	2.51
24-07-2024	Butter	3.57	6.78	252	125	2.6
25-07-2024	Oranges	5.45	7.86	496	210	3.46
25-07-2024	Apples	8.61	8.09	271	76	4.06
25-07-2024	Potatoes	5.13	7.06	158	237	0.75
26-07-2024	Yogurt	6.74	8.17	356	213	0.7
26-07-2024	Cheese	9.17	6.52	203	122	4.13
26-07-2024	Bread	5.37	7.01	325	238	1.99
27-07-2024	Beef	3.48	6.52	54	262	0.43
27-07-2024	Bread	4.36	7.74	137	298	1.79
27-07-2024	Chicken	1.93	7.07	115	54	4.22
27-07-2024	Tomatoes	7.19	7.39	249	63	3.47
28-07-2024	Rice	6.27	6.85	113	186	3.73
28-07-2024	Yogurt	2.22	7.35	391	225	1.58
28-07-2024	Coffee	1.08	8.04	183	222	1.66
28-07-2024	Pork	4.11	7.39	254	100	1.11
28-07-2024	Oranges	4.11	8.39	308	66	1.2
28-07-2024	Tea	6.49	7.16	390	77	3.1
28-07-2024	Tomatoes	9.12	7.92	386	203	2.9
29-07-2024	Apples	6.28	7.63	159	146	3.85
29-07-2024	Bread	7.65	7.27	108	118	0.4
29-07-2024	Tea	5.89	6.93	152	65	3.77
29-07-2024	Coffee	6.55	7.84	317	185	1.28
31-07-2024	Milk	8.81	6.73	405	82	4.51
01-08-2024	Tea	8.39	7.82	282	210	4.78
01-08-2024	Milk	6.53	6.65	172	291	0.56
01-08-2024	Milk	5.95	7.79	399	243	2.23
01-08-2024	Coffee	4.88	7.4	248	168	1.88
01-08-2024	Bread	6.35	8.18	360	102	1.93
02-08-2024	Tomatoes	4.76	8.47	88	97	4.82
02-08-2024	Tomatoes	8.74	7.8	168	300	1.97
02-08-2024	Oranges	2.54	7.4	325	228	3.41
02-08-2024	Butter	0.72	7.49	456	228	2.21
03-08-2024	Milk	2.57	6.78	347	281	3.8
03-08-2024	Tomatoes	8.43	7.11	336	239	2.37
03-08-2024	Potatoes	4.39	6.52	471	155	1.95
03-08-2024	Beef	5.04	6.95	53	220	4.28
04-08-2024	Butter	9.22	7.97	420	133	3.99
04-08-2024	Pork	3.41	7.75	480	117	3.15
04-08-2024	Tomatoes	7.82	7.88	346	111	3.62
05-08-2024	Yogurt	1.76	6.78	375	167	3.83
05-08-2024	Eggs	3.23	7.47	164	276	0.93
05-08-2024	Cheese	3.23	6.73	170	286	4.95
05-08-2024	Rice	6.07	7.17	262	78	2.79
06-08-2024	Bread	1.97	7.09	184	188	1.9
06-08-2024	Bananas	2.97	7.51	113	62	3.81
06-08-2024	Bananas	0.92	8.36	352	56	0.62
06-08-2024	Tea	3.15	7.02	159	287	3.69
07-08-2024	Wheat	7.65	6.59	214	249	2.03
08-08-2024	Butter	2.52	8.5	52	184	3.86
08-08-2024	Eggs	4.82	6.84	201	91	0.43
08-08-2024	Rice	1.16	6.69	460	156	3.64
08-08-2024	Pork	7.81	7.65	231	278	4.41
09-08-2024	Cheese	3.44	7.19	326	108	4.04
09-08-2024	Milk	5.43	6.88	266	92	4.17
11-08-2024	Apples	9.04	7.62	247	122	3.05
11-08-2024	Oranges	9.14	7.66	427	259	0.76
12-08-2024	Beef	7.32	6.75	108	230	2.3
12-08-2024	Pork	1.32	6.55	392	74	1.1
12-08-2024	Milk	3.42	7.67	342	188	0.95
12-08-2024	Tea	7.96	7.56	326	160	2.83
12-08-2024	Cheese	4.18	7.38	184	61	3.91
13-08-2024	Tea	4.97	8.39	123	270	4.49
14-08-2024	Wheat	7.1	7.7	205	236	3.95
14-08-2024	Milk	4.04	7.4	306	184	4.16
14-08-2024	Tea	0.65	7.26	265	152	4.81
15-08-2024	Beef	7.42	8.4	343	150	4.27
15-08-2024	Sugar	4.57	6.54	185	275	0.48
16-08-2024	Eggs	4.25	8.27	153	293	0.52
17-08-2024	Eggs	1.32	7.71	242	218	3.84
17-08-2024	Coffee	9.67	8.09	342	116	4.98
17-08-2024	Butter	3.78	7.26	301	161	3.65
17-08-2024	Coffee	8.98	7.12	83	144	2.27
18-08-2024	Cheese	3.22	8.19	463	53	2.66
18-08-2024	Milk	2.54	7.24	124	249	1.64
19-08-2024	Apples	2.22	7.93	202	149	0.58
19-08-2024	Beef	0.8	7.88	300	56	1.01
19-08-2024	Fish	5.87	8.5	372	190	3.7
20-08-2024	Fish	1.8	7.28	458	267	2.77
20-08-2024	Bananas	6.26	7.52	402	75	3.35
20-08-2024	Fish	7.41	7.15	309	135	1.45
20-08-2024	Coffee	4.26	7.47	74	262	2.69
21-08-2024	Eggs	8.71	8.49	176	220	4.12
21-08-2024	Butter	6.46	7.5	462	53	0.8
22-08-2024	Oranges	6.07	7.17	215	84	4.88
22-08-2024	Fish	7.41	6.76	425	55	2.99
22-08-2024	Beef	4.62	7.29	68	219	4.62
22-08-2024	Yogurt	5.28	6.66	342	237	2.1
23-08-2024	Apples	5.12	7.83	321	265	2.79
23-08-2024	Coffee	7.39	7.06	415	246	2.95
23-08-2024	Milk	9.93	6.82	225	91	2.66
24-08-2024	Oranges	8.97	6.65	349	174	0.37
24-08-2024	Tea	9.29	6.65	329	208	1.78
25-08-2024	Bread	4.8	7.03	331	71	1.84
27-08-2024	Tea	3.34	6.75	430	206	2.33
28-08-2024	Milk	2.04	6.96	212	217	1.53
28-08-2024	Tea	9.92	7.67	134	153	3.81
28-08-2024	Chicken	4.36	8.03	328	223	0.82
29-08-2024	Pork	7.03	7.25	210	212	4.55
29-08-2024	Rice	1.55	7.61	443	80	4.01
29-08-2024	Beef	7.7	7.4	500	276	1.84
30-08-2024	Coffee	9.71	8.27	302	275	1.96
30-08-2024	Potatoes	4.44	7.61	413	195	3.8
31-08-2024	Bananas	0.55	6.82	101	170	2.79
31-08-2024	Tomatoes	1.84	7.54	303	255	1.16
31-08-2024	Bananas	5.71	7.29	386	259	2.02
01-09-2024	Tomatoes	7.4	8.47	106	237	0.39
01-09-2024	Oranges	1.98	6.96	421	161	1.91
01-09-2024	Bananas	8.38	7.86	86	214	2.19
01-09-2024	Sugar	8.64	7.17	365	187	3.73
01-09-2024	Rice	4.17	7.87	87	132	4.71
02-09-2024	Chicken	1.76	6.67	342	240	0.34
02-09-2024	Chicken	8.07	6.62	209	199	2.24
02-09-2024	Bananas	7.37	6.98	291	289	3.59
03-09-2024	Tea	5.27	8.06	414	135	4.24
03-09-2024	Bread	7.77	7.48	392	232	3.52
03-09-2024	Tomatoes	9.98	7.88	377	67	0.47
04-09-2024	Milk	2.39	6.68	356	284	4.4
04-09-2024	Coffee	9.66	7.64	345	53	3.26
05-09-2024	Oranges	9.2	6.51	468	258	1.47
06-09-2024	Sugar	5.23	6.82	72	63	3.26
06-09-2024	Cheese	3.14	8.21	385	207	3.71
07-09-2024	Eggs	8.54	8.23	113	139	0.56
07-09-2024	Chicken	3.31	6.56	379	245	2.16
07-09-2024	Oranges	6.97	8.49	282	172	3.53
08-09-2024	Rice	6.25	6.59	238	194	2.95
08-09-2024	Butter	2.86	7.16	102	125	0.2
08-09-2024	Wheat	4.08	6.52	96	183	1.3
09-09-2024	Butter	8.75	7.48	441	284	2.6
09-09-2024	Coffee	6.86	6.55	340	96	0.22
10-09-2024	Eggs	3.26	6.82	254	268	0.46
10-09-2024	Beef	3.9	8.21	307	103	1.81
11-09-2024	Tomatoes	1.24	6.93	315	74	0.6
11-09-2024	Butter	7.41	8.05	59	279	2.54
11-09-2024	Eggs	8.51	8.38	102	57	1.2
12-09-2024	Chicken	7.81	7	290	151	1.93
13-09-2024	Pork	5	8.07	102	229	3.68
13-09-2024	Milk	5.35	8.05	392	239	2.32
13-09-2024	Butter	1.22	7.11	333	190	0.8
14-09-2024	Potatoes	9.23	7.52	342	287	2.9
14-09-2024	Oranges	8.8	7.84	228	169	2.4
14-09-2024	Bread	2.5	7.57	130	264	2.72
14-09-2024	Fish	3.9	8.01	357	213	4.09
14-09-2024	Coffee	5.41	8.49	453	107	4.21
15-09-2024	Rice	1.87	8.27	386	161	4.88
15-09-2024	Rice	8.02	6.81	203	294	3.24
15-09-2024	Bananas	9.55	7.35	244	93	1.93
15-09-2024	Yogurt	2.05	7.37	195	266	3.33
15-09-2024	Oranges	8.68	7.49	257	182	3.92
16-09-2024	Sugar	8.01	7.73	135	180	2
16-09-2024	Chicken	4.12	8.5	90	294	0.48
16-09-2024	Chicken	8.66	7.06	145	108	2.11
17-09-2024	Oranges	4.15	6.59	155	147	1
17-09-2024	Bread	1.47	7.3	298	60	0.87
17-09-2024	Tea	7.89	6.89	462	212	3.11
19-09-2024	Fish	0.58	6.58	451	226	2.43
19-09-2024	Sugar	5.23	7.87	396	277	2.71
19-09-2024	Wheat	7.61	7.55	154	155	0.64
20-09-2024	Coffee	6.64	8.38	432	225	0.85
20-09-2024	Rice	3.94	7.45	118	285	0.64
20-09-2024	Milk	8.86	8.01	418	137	4.39
20-09-2024	Fish	8.87	7	128	287	0.58
21-09-2024	Tea	7.51	6.54	146	66	0.21
22-09-2024	Oranges	5.74	8.21	316	167	4.59
22-09-2024	Wheat	8.88	8.21	420	69	4.79
23-09-2024	Tea	1.31	8.19	354	183	2.85
23-09-2024	Fish	2.98	6.9	467	58	4.06
26-09-2024	Bananas	5.63	6.59	170	139	0.63
26-09-2024	Wheat	8.23	7.97	424	103	2.21
27-09-2024	Tomatoes	9.39	6.82	422	60	3.75
28-09-2024	Coffee	6.77	6.51	376	295	4.72
28-09-2024	Rice	7.88	6.96	282	80	0.8
28-09-2024	Oranges	4.87	8.01	70	148	1.25
29-09-2024	Bananas	0.85	7.49	410	230	3.07
29-09-2024	Oranges	5.84	7.46	220	84	3.6
30-09-2024	Potatoes	7.98	7.94	74	148	2.25
30-09-2024	Tomatoes	4.68	7.76	441	142	0.32
30-09-2024	Bananas	7.27	7.61	154	254	2.37
30-09-2024	Oranges	2.06	6.66	398	284	1.71
01-10-2024	Tomatoes	2.53	6.78	105	188	3.3
01-10-2024	Sugar	4.06	7.28	417	119	4.67
01-10-2024	Eggs	4.25	6.94	122	256	0.6
02-10-2024	Oranges	2.33	7.56	226	84	2.08
02-10-2024	Chicken	5.14	7.27	144	250	0.47
03-10-2024	Cheese	4.9	7.65	340	246	2.64
03-10-2024	Oranges	5.65	7.03	352	290	2.85
03-10-2024	Tea	6.09	7.83	113	283	1.34
04-10-2024	Bread	6.14	7.44	179	61	0.42
04-10-2024	Beef	0.85	8.17	247	89	2.74
04-10-2024	Potatoes	2.33	8.14	169	238	0.32
04-10-2024	Eggs	1.38	8.32	486	178	4.09
05-10-2024	Tomatoes	3.33	6.69	251	196	2.79
05-10-2024	Potatoes	3.74	8.34	464	97	1.13
05-10-2024	Rice	3.46	7.62	110	137	2.38
05-10-2024	Oranges	4.19	7.89	188	228	1.94
06-10-2024	Fish	7.02	7.78	293	282	4.71
06-10-2024	Cheese	8.62	6.67	488	183	2.5
06-10-2024	Cheese	9.68	7.37	169	107	1.37
